0.63194,0.793848
0.7879,0.418734
0.812247,0.270793
0.601038,0.799501
0.786271,0.155625
1.045743,0.564614
0.639309,0.875903
0.855633,0.301292
0.762302,-1.652109
0.081449,-1.338086
0.657916,-1.332627
0.597547,1.224882
0.536553,-1.534566
0.598939,1.180424
0.749032,-1.376536
0.106756,-0.099193
0.67535,-1.51354
0.886031,0.297947
-0.501642,0.432352
0.642601,0.798246
0.512526,0.837375
0.706621,-2.111945
0.657664,0.779711
0.731215,0.049427
0.863744,0.147815
0.501089,0.962947
0.817396,0.116937
0.877901,0.327831
-0.600607,0.33458
0.908914,0.290815
0.684761,0.839552
0.793513,0.259232
0.720404,0.843387
0.944223,0.214675
0.868592,0.359829
0.678734,-1.4792
0.868873,0.273352
0.763,-1.383343
0.753614,0.318707
0.917461,0.322013
0.944853,0.408611
0.551175,0.883995
0.209149,1.87972
0.329479,1.282527
0.725184,0.413643
-0.669916,2.552835
0.206967,1.315736
-0.420279,0.530493
0.474405,0.994605
-0.425569,0.774926
0.761555,-1.387619
0.535753,-1.537635
0.711513,0.746128
0.883718,0.230674
0.529198,0.876679
0.720966,-1.48992
0.627116,0.825289
0.93346,0.291179
0.54048,0.895504
0.938687,0.399569
0.918334,0.264708
0.671549,0.837317
0.895233,0.072644
0.456927,1.589122
0.231062,1.369957
0.670434,-2.105895
0.923812,-0.022466
1.084829,-0.125077
0.72438,-1.425255
0.828745,-1.621038
0.317088,-1.161948
0.720215,-1.274304
0.53139,-1.470944
0.987692,0.719304
1.054542,0.096381
0.566888,-1.624494
0.776691,-1.209853
0.788889,0.16377
0.56363,1.319944
0.713258,0.273144
0.812102,0.145599
0.591119,-1.370205
0.629337,1.032241
0.677993,-1.575717
0.586605,-1.591765
0.523061,0.932961
0.620654,0.632706
0.649844,-0.089012
0.595275,1.196918
0.156958,1.33954
0.79907,0.127409
0.561269,0.062977
0.525034,-1.675371
0.101108,-0.093453
0.725813,-1.52163
0.163091,1.337819
0.638311,0.927604
0.946463,0.325092
0.618933,1.034282
0.868883,0.377573
0.188921,1.331675
0.814207,0.280612
0.733911,0.403467
0.582101,-1.563039
0.408116,1.009091
0.733804,-1.248386
0.616358,-1.422841
0.749037,-1.256666
0.813595,0.142084
0.80608,0.267368
0.874003,0.224591
0.599208,2.340134
0.192129,1.341434
0.493671,0.992016
0.597431,0.856738
0.650329,0.966108
0.519328,-1.664478
1.161463,-1.14195
0.777564,-1.594562
0.374955,1.238311
0.945096,0.367683
0.814802,0.110828
0.893264,0.399021
0.772017,0.345284
0.730731,-1.529364
0.701041,0.160279
0.607753,-1.595391
0.584196,0.619771
0.696798,2.031612
0.580671,0.830253
0.48686,0.911721
0.640657,-1.447004
0.454367,1.672607
0.596432,-1.573177
0.929771,-0.157933
0.890879,0.356871
0.760841,0.486912
0.688338,-1.475433
0.552149,-1.922873
0.877736,0.409658
0.579823,0.618104
0.596321,0.831068
0.608567,-1.861714
