0.649413	0.861281
0.593370	-1.511480
-0.299848	-1.183881
0.767072	0.295833
0.467225	1.379334
0.914334	0.334269
0.428630	1.479891
0.786591	-1.660521
-0.228376	-0.758607
0.626475	0.252104
0.540378	0.879229
0.927710	0.277246
0.720108	-1.513171
0.293158	1.434195
0.623209	-1.415026
-0.641859	3.046564
0.181543	-1.468491
0.882962	0.368303
0.725815	0.569685
-0.352847	-1.142900
0.936214	0.266648
0.692309	-1.389655
0.880887	0.342841
0.705986	0.353720
0.648865	0.815137
0.915425	0.287398
0.603045	2.335866
0.122265	1.395512
0.584511	0.866163
0.691441	0.580613
0.646964	0.862387
0.727293	-1.505346
0.702544	1.249147
0.769108	0.323468
0.629846	2.414139
0.371876	-2.755279
0.629281	-1.957213
0.906117	0.358665
0.536514	1.815739
0.640405	-1.453641
0.694040	-1.655362
0.342783	-1.223127
0.372336	1.301434
0.899523	0.012770
0.261218	-1.601630
0.934823	0.292105
0.720031	-1.707882
0.805539	0.247729
0.643736	0.632391
0.931254	0.294864
0.829031	0.902917
0.630777	1.026360
-0.597193	-1.235402
0.675627	-2.043223
0.689816	-2.091158
0.825783	-1.713710
0.707440	-1.902118
0.646058	-1.419811
0.736459	1.317287
0.540406	1.322408
0.550981	-1.595149
0.624581	0.628983
0.565768	0.611835
0.629899	-1.991387
0.900803	0.283015
0.986111	0.760964
0.783187	-1.623485
-0.954986	-0.627155
0.626641	0.924816
0.647071	-1.726819
0.945387	0.355175
0.529126	-1.420751
0.706989	0.760488
0.897977	-0.006007
0.713452	-1.393539
0.708308	-1.587707
0.465828	1.600641
0.819723	0.129736
0.550412	0.601542
0.927095	0.101467
-0.708313	-1.276999
0.787648	-2.139754
-0.313577	-1.161226
0.940151	0.371755
-0.447485	0.497908
0.592748	2.302826
0.433381	1.616424
-0.308347	0.318226
0.505069	0.936340
0.938371	0.272950
0.620004	0.901472
0.579735	-1.691825
0.302815	1.657481
0.393048	1.544965
0.746499	-2.152244
0.772405	0.361812
0.680480	-1.519871
0.728292	-1.417964
0.743787	-1.235727
0.531603	0.884693
0.739704	0.379517
0.866454	0.294539
0.569603	1.048439
0.905826	0.316777
0.625701	0.884290
0.996001	0.173078
0.662629	-1.528036
0.863051	0.155325
-0.254934	-1.265184
0.690927	-1.857549
0.888954	0.413643
0.735957	-1.462247
0.941314	0.182387
0.748271	-1.238641
0.822700	0.127632
0.525344	1.185738
0.656787	-1.395265
0.375658	0.691441
0.530847	0.874056
0.599904	0.867870
0.922407	0.267908
0.150971	-0.066032
0.656317	-1.712803
0.894481	0.194022
0.923961	-0.028387
0.642577	-1.484659
0.586183	0.848652
0.346448	1.753256
-1.088244	-1.041549
0.727269	-1.226622
0.615340	-1.660230
1.050979	2.087996
0.693924	-0.006157
0.801184	0.120757
0.717340	0.341619
1.057670	0.263254
0.607156	-1.596254
0.508492	0.942201
0.809421	0.275660
0.528675	0.868151
0.902626	0.307469
0.589950	0.870381
0.768919	0.327986
0.768022	-1.218405
0.868359	0.381965
0.473275	1.496474
-0.372046	0.835140
0.583478	-1.845361
-0.053839	2.098676
0.793834	0.194313
0.537561	0.877600
0.586293	1.311884
0.695669	0.791706
0.600796	0.993083
0.617338	0.850930
0.171333	1.399172
0.947292	-0.032410
0.791201	-1.614260
0.879064	0.326086
0.815282	-1.634467
0.897850	-0.000419
0.926474	0.094083
0.850489	-1.777215
-0.667879	2.524619
0.801795	0.280630
0.698970	-1.563611
0.729276	-1.262552
0.678400	0.820925
0.434420	1.171832
0.616722	-1.853013
0.701230	-1.307581
0.471060	1.011603
0.726488	-1.229337
0.423921	1.567864
0.704429	-1.468913
0.564905	0.864811
0.685683	2.462890
0.513907	0.970995
0.460098	2.229750
0.703610	-1.328050
0.157177	1.339758
0.560459	0.874701
0.252782	-1.552179
1.004146	0.211185
0.734338	-1.249884
0.767048	-1.328511
0.714446	1.272539
0.906393	-0.153653
0.595288	-2.056109
1.010515	0.245875
0.754385	-1.314029
1.040880	0.189329
0.652627	0.786780
0.697400	-1.312861
0.814487	0.119555
0.819364	-1.710364
0.883826	0.126003
0.754045	0.377078
0.715726	-1.853060
0.702854	-1.329151
0.590493	-1.427699
0.970403	0.237947
0.905719	0.355325
0.570306	0.920763
1.057251	0.086516
0.922697	0.363610
0.256704	2.110908
0.553458	-1.921074
0.652089	-1.344839
0.918305	0.317621
0.971542	0.218552
0.938599	0.319196
0.624644	-1.620412
0.677328	-2.139046
0.705302	-1.309579
0.738783	-1.241690
0.687442	-1.393665
0.922697	0.206240
0.307314	-1.708576
0.553555	-1.632043
0.802934	0.257964
-0.184423	2.650728
0.858794	0.303299
0.733542	-1.250320
0.749745	-1.271516
0.806057	0.251528
0.689269	-1.471230
0.675089	-1.523188
0.902558	0.328258
0.570989	-2.002397
0.398808	1.641482
-0.148212	-0.622370
0.903208	0.255982
1.008219	0.206531
0.928966	0.274657
0.412540	1.529726
0.126662	2.345417
0.583144	-1.596298
0.652222	0.749422
-0.152425	0.436041
0.857786	0.138778
0.571140	0.843110
0.937824	0.223111
0.547534	1.314596
0.901341	0.407631
0.902044	0.379318
0.869436	0.260519
-0.474258	0.530615
-1.244711	0.621919
0.500590	0.947854
0.737135	-1.245065
0.727356	-1.414720
0.125955	-1.275254
0.626733	-1.616708
0.699465	-1.388565
0.923934	0.256544
0.912487	0.341018
0.667908	-1.474857
0.683796	0.539433
0.498718	0.936650
0.688431	-1.353256
0.686094	0.821536
0.528602	0.967155
0.940553	0.295620
0.898554	0.366810
0.801106	0.276635
0.681003	-0.009313
0.349648	-1.692097
0.705976	0.778528
0.446693	1.485135
0.681372	-1.446282
0.683156	0.766442
0.918625	0.344121
0.677648	-1.692489
-0.596612	-1.059997
0.511454	-1.654373
0.608048	0.808708
0.689138	-1.349993
0.573050	2.266310
0.894772	0.309214
0.648753	-1.823981
0.953532	0.171915
0.878051	0.137401
0.504216	1.009169
0.735065	-1.267230
0.642970	2.457414
0.902917	0.077376
0.652263	-1.678832
0.686811	0.776453
0.781035	0.339757
0.636769	0.861664
0.837084	0.240729
0.762331	-1.509113
0.711562	-1.290767
1.014725	0.453664
0.887209	0.271108
0.626484	0.251596
0.812594	0.282248
0.748756	-1.280214
0.549565	0.882317
0.915716	0.370592
0.759509	0.338012
0.899135	0.210603
-0.702597	3.064890
0.892004	-1.988968
0.848177	-2.146663
0.615432	0.828159
0.692430	0.951961
0.226311	-0.004072
0.719856	-1.441846
0.697443	-1.448803
-0.705986	2.586054
0.717621	-1.744767
