0.74735,-1.498191
0.739548,-1.241185
0.712303,-1.358753
0.627393,-1.483981
0.839606,0.192642
0.904832,0.340921
0.679777,1.18983
0.747219,-1.237051
0.520006,0.901046
0.92834,-0.050303
0.635135,-1.529621
0.552746,0.8784
0.954894,0.208077
0.613905,-1.858572
0.750026,-1.49596
0.676097,-1.911519
0.673135,-1.511707
0.680087,-1.474294
0.709185,0.354302
0.63419,-1.643892
0.720457,0.84824
0.32434,-0.281289
0.796161,0.338012
0.741782,-1.611479
0.658741,-2.08164
0.689056,0.813474
0.730852,-1.335172
0.94801,0.306179
0.736311,-1.244541
0.945387,0.400844
0.789044,-1.194242
0.724782,-1.580507
0.610289,2.384446
0.79014,-1.633609
0.264733,-0.127191
0.616853,0.845743
0.580865,0.83467
0.545522,0.892416
0.647924,0.809493
0.710611,-1.33554
0.784448,-1.208752
-0.232478,-3.075265
0.628515,0.250224
0.29317,1.417392
-0.532907,-0.916589
0.628251,-1.320293
0.775217,0.382809
-0.321882,-0.874788
0.767799,0.319584
0.91048,0.349357
0.958166,0.417231
-0.682133,-1.197005
-0.523192,0.491111
0.381064,1.506801
0.97466,0.563092
0.629991,-1.383464
0.805877,0.270525
-0.414613,2.335566
0.913971,0.086685
0.777326,0.321412
0.543137,2.119736
0.777835,0.192568
-0.547161,-1.008219
0.708376,-1.462038
-0.495809,-0.959248
0.898554,1.000946
0.641181,-1.402901
0.667908,-1.474857
0.197513,0.749328
0.875544,0.387492
0.67408,-1.574932
0.934915,0.355175
0.258666,1.292601
0.337198,-1.231679
-0.141119,-1.378838
0.5699,-1.666446
0.652443,-1.435635
0.799361,0.151262
0.219039,0.742289
0.581088,-1.469528
0.293065,-1.714645
0.620319,-0.009308
0.715328,-1.6872
0.19319,1.3638
0.711222,-1.291217
0.709787,-1.676035
0.634311,-1.550749
0.901404,0.303299
0.588055,-1.495723
0.694336,2.03135
0.930125,0.318057
0.863356,0.354302
0.597969,-2.03933
0.784152,0.286074
0.671991,0.737949
0.906989,0.153589
0.737271,-0.11861
0.663632,-1.879235
0.785398,0.160279
0.614055,0.914645
0.508342,1.018564
0.739239,-1.24264
0.500163,0.920782
0.603302,1.034054
0.898908,0.323836
0.618656,-1.63645
0.323356,-1.291069
0.531448,0.93188
0.896517,0.314741
0.63034,0.812422
0.840904,0.158612
0.361283,1.343904
0.743316,-1.267056
0.922314,-2.963884
0.732558,-1.244633
0.838781,-1.850767
0.297387,1.435988
0.551282,1.052734
0.716506,-1.331308
0.738667,-1.283593
0.941222,0.297559
0.701908,2.44346
0.507871,0.911251
0.736529,-1.451823
0.900561,0.37656
0.658353,0.820639
0.658828,-1.449724
0.72675,-1.484989
1.143646,-0.241069
0.6642,-1.561759
0.708289,-1.785491
0.918334,0.311541
0.151146,0.294088
-0.043847,0.535045
0.64216,0.876626
0.868272,0.237796
0.891582,0.287999
0.469663,0.97976
0.630602,0.845738
0.912516,-0.172206
0.628508,1.047833
0.929907,0.099489
0.954152,0.32213
0.723148,0.371464
0.62014,0.892207
0.168628,0.024168
0.365608,-1.770254
0.207985,-0.05905
0.697671,-1.425663
0.675063,-2.114897
-0.721669,-1.273169
0.707784,-1.323018
0.625846,-1.648245
0.620843,-1.620262
0.940301,0.300488
0.931551,-0.014155
0.629477,-1.428906
0.542862,1.330082
0.516836,0.937993
0.357526,-1.565788
0.80127,0.250927
0.797325,0.159116
-0.040143,-1.363466
0.785403,-1.202173
0.383192,0.6883
0.39043,1.256288
0.327773,1.456041
0.664757,-1.433284
-0.21421,-1.317976
0.906989,0.327249
0.720724,-1.616892
0.923182,0.098529
0.725461,-1.500018
0.756266,-1.540859
0.739056,-1.240986
0.735797,-1.269131
0.694117,-1.503645
0.395373,1.542055
0.568575,-1.699248
0.763872,0.311832
0.371804,-2.754663
0.689405,0.375537
0.562287,0.861029
0.779362,-1.257146
0.885318,0.190028
0.518746,0.923158
0.680284,2.465072
0.812785,0.166054
0.233001,-1.543453
0.939739,0.287359
0.188799,1.328505
0.730711,2.445788
0.688305,-2.158264
0.683578,-1.477106
0.622205,0.911983
0.609639,0.878269
0.479467,1.564532
0.756018,0.18355
0.790581,-1.32518
-0.466003,2.647083
0.515561,0.928064
0.670139,0.827722
0.155572,1.337533
0.595637,0.805935
0.683544,0.84568
0.917786,0.305748
-0.438776,2.088985
0.693177,-1.655726
0.574155,0.84217
